"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2768","Change language","chromium","Tue Apr 22 10:39:16 GMT 2025","passed","Tue Apr 22 10:39:18 GMT 2025","","ui.test.js","",""
"","2292","Search game via search bar","firefox","Tue Apr 22 10:40:00 GMT 2025","passed","Tue Apr 22 10:40:03 GMT 2025","","ui.test.js","",""
"","3511","Add game to the shopping cart","chromium","Tue Apr 22 10:39:24 GMT 2025","passed","Tue Apr 22 10:39:27 GMT 2025","","ui.test.js","",""
"","4436","Remove game from the shopping cart","chromium","Tue Apr 22 10:39:27 GMT 2025","passed","Tue Apr 22 10:39:32 GMT 2025","","ui.test.js","",""
"","2188","Search game via search bar","chromium","Tue Apr 22 10:39:21 GMT 2025","passed","Tue Apr 22 10:39:24 GMT 2025","","ui.test.js","",""
"","3053","Select a special game category","chromium","Tue Apr 22 10:39:18 GMT 2025","passed","Tue Apr 22 10:39:21 GMT 2025","","ui.test.js","",""
"","3385","Select a special game category","firefox","Tue Apr 22 10:39:57 GMT 2025","passed","Tue Apr 22 10:40:00 GMT 2025","","ui.test.js","",""
"","2749","Change language","firefox","Tue Apr 22 10:39:54 GMT 2025","passed","Tue Apr 22 10:39:57 GMT 2025","","ui.test.js","",""
"","6648","Login to account","firefox","Tue Apr 22 10:39:39 GMT 2025","passed","Tue Apr 22 10:39:46 GMT 2025","","ui.test.js","",""
"","5369","Remove game from the shopping cart","firefox","Tue Apr 22 10:40:07 GMT 2025","passed","Tue Apr 22 10:40:13 GMT 2025","","ui.test.js","",""
"","6522","Search friend by the code","chromium","Tue Apr 22 10:39:32 GMT 2025","passed","Tue Apr 22 10:39:38 GMT 2025","","ui.test.js","",""
"","5860","Login to account","chromium","Tue Apr 22 10:39:02 GMT 2025","passed","Tue Apr 22 10:39:08 GMT 2025","","ui.test.js","",""
"","4907","Add game to the shopping cart","firefox","Tue Apr 22 10:40:03 GMT 2025","passed","Tue Apr 22 10:40:07 GMT 2025","","ui.test.js","",""
"","5223","Update profile data in the profile page","chromium","Tue Apr 22 10:39:10 GMT 2025","passed","Tue Apr 22 10:39:16 GMT 2025","","ui.test.js","",""
"","8329","Search friend by the code","firefox","Tue Apr 22 10:40:13 GMT 2025","passed","Tue Apr 22 10:40:21 GMT 2025","","ui.test.js","",""
"","8018","Update profile data in the profile page","firefox","Tue Apr 22 10:39:46 GMT 2025","passed","Tue Apr 22 10:39:54 GMT 2025","","ui.test.js","",""
