"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5854","Remove a game from the shopping cart","firefox","Mon Apr 28 18:18:13 GMT 2025","passed","Mon Apr 28 18:18:19 GMT 2025","","steam.test.js","",""
"","4964","Remove a game from the shopping cart","chromium","Mon Apr 28 18:17:30 GMT 2025","passed","Mon Apr 28 18:17:35 GMT 2025","","steam.test.js","",""
"","3156","Add a game to the shopping cart","chromium","Mon Apr 28 18:17:27 GMT 2025","passed","Mon Apr 28 18:17:30 GMT 2025","","steam.test.js","",""
"","2198","Search a game via search bar","chromium","Mon Apr 28 18:17:24 GMT 2025","passed","Mon Apr 28 18:17:27 GMT 2025","","steam.test.js","",""
"","8614","Search for a friend using a code","firefox","Mon Apr 28 18:18:19 GMT 2025","passed","Mon Apr 28 18:18:28 GMT 2025","","steam.test.js","",""
"","2705","Select a special game category","chromium","Mon Apr 28 18:17:22 GMT 2025","passed","Mon Apr 28 18:17:24 GMT 2025","","steam.test.js","",""
"","8159","Login to account","firefox","Mon Apr 28 18:17:43 GMT 2025","passed","Mon Apr 28 18:17:51 GMT 2025","","steam.test.js","",""
"","3225","Select a special game category","firefox","Mon Apr 28 18:18:03 GMT 2025","passed","Mon Apr 28 18:18:06 GMT 2025","","steam.test.js","",""
"","6717","Search for a friend using a code","chromium","Mon Apr 28 18:17:35 GMT 2025","passed","Mon Apr 28 18:17:41 GMT 2025","","steam.test.js","",""
"","5198","Add a game to the shopping cart","firefox","Mon Apr 28 18:18:08 GMT 2025","passed","Mon Apr 28 18:18:13 GMT 2025","","steam.test.js","",""
"","5727","Update profile information on the profile page","chromium","Mon Apr 28 18:17:13 GMT 2025","passed","Mon Apr 28 18:17:19 GMT 2025","","steam.test.js","",""
"","7600","Update profile information on the profile page","firefox","Mon Apr 28 18:17:52 GMT 2025","passed","Mon Apr 28 18:18:00 GMT 2025","","steam.test.js","",""
"","4755","Login to account","chromium","Mon Apr 28 18:17:08 GMT 2025","passed","Mon Apr 28 18:17:13 GMT 2025","","steam.test.js","",""
"","2591","Change a language","firefox","Mon Apr 28 18:18:00 GMT 2025","passed","Mon Apr 28 18:18:03 GMT 2025","","steam.test.js","",""
"","2443","Search a game via search bar","firefox","Mon Apr 28 18:18:06 GMT 2025","passed","Mon Apr 28 18:18:08 GMT 2025","","steam.test.js","",""
"","2431","Change a language","chromium","Mon Apr 28 18:17:19 GMT 2025","passed","Mon Apr 28 18:17:22 GMT 2025","","steam.test.js","",""
