"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6473","Select a special game category","firefox","Sat May 17 01:15:19 GMT 2025","passed","Sat May 17 01:15:26 GMT 2025","","navigation.test.js","",""
"","16267","Search for a friend using a code","firefox","Sat May 17 01:15:17 GMT 2025","passed","Sat May 17 01:15:34 GMT 2025","","functional.test.js","",""
"","8652","Login to account","chromium","Sat May 17 01:14:00 GMT 2025","passed","Sat May 17 01:14:08 GMT 2025","","authorization.test.js","",""
"","11363","Login to account","firefox","Sat May 17 01:14:43 GMT 2025","passed","Sat May 17 01:14:55 GMT 2025","","authorization.test.js","",""
"","11869","Add a game to the shopping cart","firefox","Sat May 17 01:15:03 GMT 2025","passed","Sat May 17 01:15:15 GMT 2025","","functional.test.js","",""
"","10010","Search for a friend using a code","chromium","Sat May 17 01:14:31 GMT 2025","passed","Sat May 17 01:14:41 GMT 2025","","functional.test.js","",""
"","11311","Add a game to the shopping cart","chromium","Sat May 17 01:14:17 GMT 2025","passed","Sat May 17 01:14:28 GMT 2025","","functional.test.js","",""
"","12751","Remove a game from the shopping cart","firefox","Sat May 17 01:15:04 GMT 2025","passed","Sat May 17 01:15:17 GMT 2025","","functional.test.js","",""
"","5174","Select a special game category","chromium","Sat May 17 01:14:35 GMT 2025","passed","Sat May 17 01:14:40 GMT 2025","","navigation.test.js","",""
"","11407","Update profile information on the profile page","chromium","Sat May 17 01:14:00 GMT 2025","passed","Sat May 17 01:14:11 GMT 2025","","functional.test.js","",""
"","6366","Change a language","firefox","Sat May 17 01:14:57 GMT 2025","passed","Sat May 17 01:15:03 GMT 2025","","functional.test.js","",""
"","10794","Remove a game from the shopping cart","chromium","Sat May 17 01:14:21 GMT 2025","passed","Sat May 17 01:14:31 GMT 2025","","functional.test.js","",""
"","2842","Search a game via search bar","chromium","Sat May 17 01:14:41 GMT 2025","passed","Sat May 17 01:14:44 GMT 2025","","navigation.test.js","",""
"","15896","Update profile information on the profile page","firefox","Sat May 17 01:14:45 GMT 2025","passed","Sat May 17 01:15:01 GMT 2025","","functional.test.js","",""
"","5667","Change a language","chromium","Sat May 17 01:14:14 GMT 2025","passed","Sat May 17 01:14:19 GMT 2025","","functional.test.js","",""
"","3306","Search a game via search bar","firefox","Sat May 17 01:15:27 GMT 2025","passed","Sat May 17 01:15:30 GMT 2025","","navigation.test.js","",""
