"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3519","Select a special game category","firefox","Tue Apr 22 10:46:00 GMT 2025","passed","Tue Apr 22 10:46:03 GMT 2025","","ui.test.js","",""
"","2498","Change language","chromium","Tue Apr 22 10:45:19 GMT 2025","passed","Tue Apr 22 10:45:22 GMT 2025","","ui.test.js","",""
"","5978","Login to account","firefox","Tue Apr 22 10:45:43 GMT 2025","passed","Tue Apr 22 10:45:49 GMT 2025","","ui.test.js","",""
"","4447","Remove game from the shopping cart","chromium","Tue Apr 22 10:45:31 GMT 2025","passed","Tue Apr 22 10:45:35 GMT 2025","","ui.test.js","",""
"","5687","Remove game from the shopping cart","firefox","Tue Apr 22 10:46:11 GMT 2025","passed","Tue Apr 22 10:46:17 GMT 2025","","ui.test.js","",""
"","5280","Add game to the shopping cart","firefox","Tue Apr 22 10:46:06 GMT 2025","passed","Tue Apr 22 10:46:11 GMT 2025","","ui.test.js","",""
"","5038","Login to account","chromium","Tue Apr 22 10:45:09 GMT 2025","passed","Tue Apr 22 10:45:14 GMT 2025","","ui.test.js","",""
"","8024","Search friend by the code","firefox","Tue Apr 22 10:46:17 GMT 2025","passed","Tue Apr 22 10:46:25 GMT 2025","","ui.test.js","",""
"","2295","Search game via search bar","chromium","Tue Apr 22 10:45:25 GMT 2025","passed","Tue Apr 22 10:45:27 GMT 2025","","ui.test.js","",""
"","7664","Update profile data in the profile page","firefox","Tue Apr 22 10:45:49 GMT 2025","passed","Tue Apr 22 10:45:57 GMT 2025","","ui.test.js","",""
"","3234","Change language","firefox","Tue Apr 22 10:45:57 GMT 2025","passed","Tue Apr 22 10:46:00 GMT 2025","","ui.test.js","",""
"","2432","Search game via search bar","firefox","Tue Apr 22 10:46:03 GMT 2025","passed","Tue Apr 22 10:46:06 GMT 2025","","ui.test.js","",""
"","5124","Update profile data in the profile page","chromium","Tue Apr 22 10:45:14 GMT 2025","passed","Tue Apr 22 10:45:19 GMT 2025","","ui.test.js","",""
"","2872","Select a special game category","chromium","Tue Apr 22 10:45:22 GMT 2025","passed","Tue Apr 22 10:45:25 GMT 2025","","ui.test.js","",""
"","3687","Add game to the shopping cart","chromium","Tue Apr 22 10:45:27 GMT 2025","passed","Tue Apr 22 10:45:31 GMT 2025","","ui.test.js","",""
"","6491","Search friend by the code","chromium","Tue Apr 22 10:45:35 GMT 2025","passed","Tue Apr 22 10:45:42 GMT 2025","","ui.test.js","",""
