"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30551","Remove game from the shopping cart","chromium","Fri Apr 18 10:16:06 GMT 2025","broken","Fri Apr 18 10:16:36 GMT 2025","","ui.test.js","",""
"","3179","Go to special game category","firefox","Fri Apr 18 10:17:03 GMT 2025","passed","Fri Apr 18 10:17:06 GMT 2025","","ui.test.js","",""
"","30773","Add game to the shopping cart","firefox","Fri Apr 18 10:17:40 GMT 2025","broken","Fri Apr 18 10:18:11 GMT 2025","","ui.test.js","",""
"","7606","Search friend by the code","chromium","Fri Apr 18 10:16:38 GMT 2025","passed","Fri Apr 18 10:16:45 GMT 2025","","ui.test.js","",""
"","6627","Login to account","firefox","Fri Apr 18 10:16:46 GMT 2025","passed","Fri Apr 18 10:16:53 GMT 2025","","ui.test.js","",""
"","2019","Go to special game category","chromium","Fri Apr 18 10:14:28 GMT 2025","passed","Fri Apr 18 10:14:30 GMT 2025","","ui.test.js","",""
"","5709","Update profile data in the profile page","chromium","Fri Apr 18 10:14:19 GMT 2025","passed","Fri Apr 18 10:14:25 GMT 2025","","ui.test.js","",""
"","7349","Update profile data in the profile page","firefox","Fri Apr 18 10:16:53 GMT 2025","passed","Fri Apr 18 10:17:00 GMT 2025","","ui.test.js","",""
"","2101","Search game via search bar","chromium","Fri Apr 18 10:14:30 GMT 2025","passed","Fri Apr 18 10:14:32 GMT 2025","","ui.test.js","",""
"","2670","Change language","chromium","Fri Apr 18 10:14:25 GMT 2025","passed","Fri Apr 18 10:14:28 GMT 2025","","ui.test.js","",""
"","2406","Search game via search bar","firefox","Fri Apr 18 10:17:06 GMT 2025","passed","Fri Apr 18 10:17:09 GMT 2025","","ui.test.js","",""
"","2776","Change language","firefox","Fri Apr 18 10:17:00 GMT 2025","passed","Fri Apr 18 10:17:03 GMT 2025","","ui.test.js","",""
"","30533","Add game to the shopping cart","chromium","Fri Apr 18 10:15:03 GMT 2025","broken","Fri Apr 18 10:15:33 GMT 2025","","ui.test.js","",""
"","30791","Remove game from the shopping cart","firefox","Fri Apr 18 10:18:45 GMT 2025","broken","Fri Apr 18 10:19:16 GMT 2025","","ui.test.js","",""
"","4763","Login to account","chromium","Fri Apr 18 10:14:14 GMT 2025","passed","Fri Apr 18 10:14:19 GMT 2025","","ui.test.js","",""
"","8623","Search friend by the code","firefox","Fri Apr 18 10:19:18 GMT 2025","passed","Fri Apr 18 10:19:27 GMT 2025","","ui.test.js","",""
