"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5072","Login to account","chromium","Mon Apr 21 13:46:06 GMT 2025","passed","Mon Apr 21 13:46:11 GMT 2025","","ui.test.js","",""
"","3729","Add game to the shopping cart","chromium","Mon Apr 21 13:46:34 GMT 2025","passed","Mon Apr 21 13:46:38 GMT 2025","","ui.test.js","",""
"","9788","Login to account","firefox","Mon Apr 21 13:46:49 GMT 2025","passed","Mon Apr 21 13:46:58 GMT 2025","","ui.test.js","",""
"","2726","Change language","firefox","Mon Apr 21 13:47:06 GMT 2025","passed","Mon Apr 21 13:47:09 GMT 2025","","ui.test.js","",""
"","3880","Remove game from the shopping cart","chromium","Mon Apr 21 13:46:38 GMT 2025","passed","Mon Apr 21 13:46:41 GMT 2025","","ui.test.js","",""
"","5235","Add game to the shopping cart","firefox","Mon Apr 21 13:47:14 GMT 2025","passed","Mon Apr 21 13:47:19 GMT 2025","","ui.test.js","",""
"","7371","Update profile data in the profile page","firefox","Mon Apr 21 13:46:59 GMT 2025","passed","Mon Apr 21 13:47:06 GMT 2025","","ui.test.js","",""
"","5709","Search friend by the code","chromium","Mon Apr 21 13:46:41 GMT 2025","passed","Mon Apr 21 13:46:47 GMT 2025","","ui.test.js","",""
"","2317","Search game via search bar","firefox","Mon Apr 21 13:47:12 GMT 2025","passed","Mon Apr 21 13:47:14 GMT 2025","","ui.test.js","",""
"","2250","Select a special game category","chromium","Mon Apr 21 13:46:30 GMT 2025","passed","Mon Apr 21 13:46:32 GMT 2025","","ui.test.js","",""
"","2022","Search game via search bar","chromium","Mon Apr 21 13:46:32 GMT 2025","passed","Mon Apr 21 13:46:34 GMT 2025","","ui.test.js","",""
"","7682","Search friend by the code","firefox","Mon Apr 21 13:47:26 GMT 2025","passed","Mon Apr 21 13:47:33 GMT 2025","","ui.test.js","",""
"","2578","Change language","chromium","Mon Apr 21 13:46:27 GMT 2025","passed","Mon Apr 21 13:46:30 GMT 2025","","ui.test.js","",""
"","5275","Update profile data in the profile page","chromium","Mon Apr 21 13:46:22 GMT 2025","passed","Mon Apr 21 13:46:27 GMT 2025","","ui.test.js","",""
"","2816","Select a special game category","firefox","Mon Apr 21 13:47:09 GMT 2025","passed","Mon Apr 21 13:47:12 GMT 2025","","ui.test.js","",""
"","6307","Remove game from the shopping cart","firefox","Mon Apr 21 13:47:19 GMT 2025","passed","Mon Apr 21 13:47:26 GMT 2025","","ui.test.js","",""
