"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6736","Remove a game from the shopping cart","chromium","Sat May 17 01:27:18 GMT 2025","passed","Sat May 17 01:27:24 GMT 2025","","functional.test.js","",""
"","3839","Select a special game category","chromium","Sat May 17 01:27:24 GMT 2025","passed","Sat May 17 01:27:28 GMT 2025","","navigation.test.js","",""
"","7034","Add a game to the shopping cart","chromium","Sat May 17 01:27:16 GMT 2025","passed","Sat May 17 01:27:23 GMT 2025","","functional.test.js","",""
"","4517","Change a language","chromium","Sat May 17 01:27:13 GMT 2025","passed","Sat May 17 01:27:18 GMT 2025","","functional.test.js","",""
"","9551","Update profile information on the profile page","chromium","Sat May 17 01:27:06 GMT 2025","passed","Sat May 17 01:27:16 GMT 2025","","functional.test.js","",""
"","6846","Login to account","chromium","Sat May 17 01:27:06 GMT 2025","passed","Sat May 17 01:27:13 GMT 2025","","authorization.test.js","",""
"","7952","Search for a friend using a code","chromium","Sat May 17 01:27:23 GMT 2025","passed","Sat May 17 01:27:31 GMT 2025","","functional.test.js","",""
"","9531","Remove a game from the shopping cart","firefox","Sat May 17 01:27:48 GMT 2025","passed","Sat May 17 01:27:57 GMT 2025","","functional.test.js","",""
"","10282","Login to account","firefox","Sat May 17 01:27:32 GMT 2025","passed","Sat May 17 01:27:42 GMT 2025","","authorization.test.js","",""
"","13204","Update profile information on the profile page","firefox","Sat May 17 01:27:32 GMT 2025","passed","Sat May 17 01:27:45 GMT 2025","","functional.test.js","",""
"","3779","Search a game via search bar","firefox","Sat May 17 01:28:02 GMT 2025","passed","Sat May 17 01:28:06 GMT 2025","","navigation.test.js","",""
"","2376","Search a game via search bar","chromium","Sat May 17 01:27:28 GMT 2025","passed","Sat May 17 01:27:31 GMT 2025","","navigation.test.js","",""
"","8090","Add a game to the shopping cart","firefox","Sat May 17 01:27:46 GMT 2025","passed","Sat May 17 01:27:54 GMT 2025","","functional.test.js","",""
"","5231","Change a language","firefox","Sat May 17 01:27:43 GMT 2025","passed","Sat May 17 01:27:48 GMT 2025","","functional.test.js","",""
"","13895","Search for a friend using a code","firefox","Sat May 17 01:27:54 GMT 2025","passed","Sat May 17 01:28:08 GMT 2025","","functional.test.js","",""
"","4958","Select a special game category","firefox","Sat May 17 01:27:57 GMT 2025","passed","Sat May 17 01:28:02 GMT 2025","","navigation.test.js","",""
